iter	RMSE
313	1.772719093
314	1.771458773
315	1.770561104
316	1.769283162
317	1.769233376
318	1.767984277
319	1.767394193
320	1.767284837
321	1.765634166
322	1.762453672
323	1.762409762
324	1.761741757
325	1.760738256
326	1.759461259
327	1.759418651
328	1.758027604
329	1.757335883
330	1.756165529
331	1.754470407
332	1.753575862
333	1.751982145
334	1.749397176
335	1.748263645
336	1.747823151
337	1.745704969
338	1.745373808
339	1.74392763
340	1.742905773
341	1.73985901
342	1.739074601
343	1.737987176
344	1.73620774
345	1.73550382
346	1.733429607
347	1.732438249
348	1.730814462
349	1.730229804
350	1.729495768
351	1.728059059
352	1.727104475
353	1.725782181
354	1.72495131
355	1.723984639
356	1.723188585
357	1.72091276
358	1.71967487
359	1.71806028
360	1.716185865
361	1.715398141
362	1.713781743
363	1.71271742
364	1.712622244
365	1.711912244
366	1.711177117
367	1.710402376
368	1.708959521
369	1.707968235
370	1.706832236
371	1.706238911
372	1.705001562
373	1.703771794
374	1.703234303
375	1.702394745
376	1.701537668
377	1.700400373
378	1.69979935
379	1.698473548
380	1.697403683
381	1.696330697
382	1.695434543
383	1.694804908
384	1.694257608
385	1.694243415
386	1.691301398
387	1.689790433
388	1.688383799
389	1.687677019
390	1.687333548
391	1.686097587
392	1.685302517
393	1.68430924
394	1.682764123
395	1.681825211
396	1.680972091
397	1.680302367
398	1.679599333
399	1.679074864
400	1.677071234
401	1.675860626
402	1.675176497
403	1.675163891
404	1.674159983
405	1.674148213
406	1.672967504
407	1.67228413
408	1.671772712
409	1.670466224
410	1.669290345
411	1.667756891
412	1.66669363
413	1.666332796
414	1.665675014
415	1.664716733
416	1.663843201
417	1.663016101
418	1.66156217
419	1.660288641
420	1.659254229
421	1.657544683
422	1.656704405
423	1.655754812
424	1.654878682
425	1.654688889
426	1.652917098
427	1.652023702
428	1.650648814
429	1.649928943
430	1.64929346
431	1.648181098
432	1.646852103
433	1.646421407
434	1.645096754
435	1.644628732
436	1.643772771
437	1.642816877
438	1.641723165
439	1.640769068
440	1.639238802
441	1.637568948
442	1.636104586
443	1.634563295
444	1.633841485
445	1.633526058
446	1.631880008
447	1.630499755
448	1.627881723
449	1.627110328
450	1.626395211
451	1.625649766
452	1.624664295
453	1.623700688
454	1.623158291
455	1.622555586
456	1.621380945
457	1.620999342
458	1.620058389
459	1.619700021
460	1.618729827
461	1.617477284
462	1.616768888
463	1.616401226
464	1.615212
465	1.614376693
466	1.612954948
467	1.610513753
468	1.610289279
469	1.609586204
470	1.609344505
471	1.608364537
472	1.607922082
473	1.606722821
474	1.606077543
475	1.604376319
476	1.602907585
477	1.601678318
478	1.60114276
479	1.600306967
480	1.599619131
481	1.598563548
482	1.598018958
483	1.596423694
484	1.595317291
485	1.594943318
486	1.59341825
487	1.592373307
488	1.592123879
489	1.59062729
490	1.589549803
491	1.588274626
492	1.586827199
493	1.586023943
494	1.584007548
495	1.582775853
496	1.582145064
497	1.581022775
498	1.580238048
499	1.579610921
500	1.578615672
501	1.577397123
502	1.576209719
503	1.573973678
504	1.572947324
505	1.57224989
506	1.571523797
507	1.571186403
508	1.569924737
509	1.569296742
510	1.568507959
511	1.567806716
512	1.5663191
513	1.565316529
514	1.564311165
515	1.563311034
516	1.56259698
517	1.56233754
518	1.561369657
519	1.560903539
520	1.560151832
521	1.559753499
522	1.559379936
523	1.557925274
524	1.556780172
525	1.556205249
526	1.5552872
527	1.553966409
528	1.5532453
529	1.549558951
530	1.548853111
531	1.547876448
532	1.547186463
533	1.546918314
534	1.546912238
535	1.54633684
536	1.546077077
537	1.544934757
538	1.544722185
539	1.544067524
540	1.542367841
541	1.541875136
542	1.540481782
543	1.537125642
544	1.537119877
545	1.53599829
546	1.53598989
547	1.535296831
548	1.533869545
549	1.53325752
550	1.53232373
551	1.531459036
552	1.529951498
553	1.529744894
554	1.528850903
555	1.527672001
556	1.526601567
557	1.525341224
558	1.525336313
559	1.525331848
560	1.522228034
561	1.520925032
562	1.517889425
563	1.516389453
564	1.515940458
565	1.515156956
566	1.514393332
567	1.513157265
568	1.512614409
569	1.511487724
570	1.510386915
571	1.509344116
572	1.50854156
573	1.508086698
574	1.507277058
575	1.50646592
576	1.504758761
577	1.503262176
578	1.500428221
579	1.4993351
580	1.498696517
581	1.497385314
582	1.495755415
583	1.495111746
584	1.494832662
585	1.493509533
586	1.492279748
587	1.490237711
588	1.490042236
589	1.489161333
590	1.488137473
591	1.48744928
592	1.486407363
593	1.485430385
594	1.484599295
595	1.484226255
596	1.483315743
597	1.483174168
598	1.482061726
599	1.481930329
600	1.480209578
601	1.47947139
602	1.479076316
603	1.478031131
604	1.477085828
605	1.476486582
606	1.475467464
607	1.475156635
608	1.474095826
609	1.472640588
610	1.472037166
611	1.471032889
612	1.470217755
613	1.468680542
614	1.467249306
615	1.466772683
616	1.466217104
617	1.465975442
618	1.465743534
619	1.464627695
620	1.464376084
621	1.463422066
622	1.462652761
623	1.461208285
624	1.459131161
625	1.458446477
626	1.455427311
627	1.454636721
628	1.454181315
629	1.453439203
630	1.452453899
631	1.451294459
632	1.449937942
633	1.448823015
634	1.44779327
635	1.44690212
636	1.446460942
637	1.445264962
638	1.445065816
639	1.444770819
640	1.444318251
641	1.443604811
642	1.442944926
643	1.441844047
644	1.441006274
645	1.440127017
646	1.439973928
647	1.439274887
648	1.43843262
649	1.438234574
650	1.437576602
651	1.436738796
652	1.435932244
653	1.434285137
654	1.43393313
655	1.433338393
656	1.433064469
657	1.431847711
658	1.431300186
659	1.430449431
660	1.429955769
661	1.428359059
662	1.427889384
663	1.425521805
664	1.425363049
665	1.425140538
666	1.424713689
667	1.424486161
668	1.421731847
669	1.420795695
670	1.420321149
671	1.420107772
672	1.419634336
673	1.419065024
674	1.418789514
675	1.418165195
676	1.41673739
677	1.416017391
678	1.414505035
679	1.413818284
680	1.412979526
681	1.412655888
682	1.41049338
683	1.409578888
684	1.4093913
685	1.408199319
686	1.407918168
687	1.407029536
688	1.406854987
689	1.404927344
690	1.404314206
691	1.403761404
692	1.403009728
693	1.402236511
694	1.401377815
695	1.401120177
696	1.400884736
697	1.400632296
698	1.400092662
699	1.399847445
700	1.398437864
701	1.39662571
702	1.396130894
703	1.395302001
704	1.394438417
705	1.39279542
706	1.392668895
707	1.392035474
708	1.391257039
709	1.391107207
710	1.389677885
711	1.389404289
712	1.388656651
713	1.387976617
714	1.386929484
715	1.38658777
716	1.385644668
717	1.385430956
718	1.384556367
719	1.382764022
720	1.382253226
721	1.381051448
722	1.379803018
723	1.379196478
724	1.378668754
725	1.37786751
726	1.376651684
727	1.376451664
728	1.375609487
729	1.375475664
730	1.374817995
731	1.373989047
732	1.373072687
733	1.37281057
734	1.372483096
735	1.37197583
736	1.371021665
737	1.37076406
738	1.368411964
739	1.367048446
740	1.366543383
741	1.36575128
742	1.365566578
743	1.36468087
744	1.364008524
745	1.363300071
746	1.362207872
747	1.360777733
748	1.358929638
749	1.358809506
750	1.358446039
751	1.357162228
752	1.356355102
753	1.35562505
754	1.35486711
755	1.354179188
756	1.353444419
757	1.351243061
758	1.351094409
759	1.350528525
760	1.350401672
761	1.349796186
762	1.349087995
763	1.348501081
764	1.347865875
765	1.345769186
766	1.345477404
767	1.344936002
768	1.343973968
769	1.342931794
770	1.342439583
771	1.341469937
772	1.340925917
773	1.340353203
774	1.339754307
775	1.338489187
776	1.337963468
777	1.336674385
778	1.336120188
779	1.335300366
780	1.334774759
781	1.334076159
782	1.333215
783	1.332659575
784	1.33212003
785	1.330864186
786	1.330265093
787	1.32995249
788	1.329456097
789	1.328615062
790	1.327830657
791	1.327262622
792	1.326099009
793	1.325537949
794	1.324572141
795	1.324023843
796	1.322670803
797	1.32213671
798	1.321483672
799	1.320841543
800	1.320547492
801	1.319600682
802	1.319002727
803	1.318556058
804	1.317653961
805	1.317176481
806	1.316744946
807	1.316400684
808	1.315862603
809	1.314818004
810	1.314271791
811	1.312577719
812	1.312063797
813	1.310951675
814	1.310540722
815	1.310390911
816	1.309528241
817	1.309037853
818	1.307926715
819	1.306588476
820	1.306481283
821	1.305566478
822	1.305044741
823	1.304848986
824	1.30280578
825	1.302589651
826	1.301334458
827	1.300308411
828	1.299445325
829	1.299129213
830	1.298322392
831	1.296602611
832	1.296423831
833	1.295781775
834	1.295255525
835	1.294834271
836	1.293773682
837	1.293612895
838	1.292854
839	1.292405173
840	1.291158315
841	1.290566035
842	1.289855102
843	1.289695946
844	1.288826179
845	1.288373192
846	1.288004936
847	1.287876299
848	1.287049165
849	1.286949388
850	1.286133772
851	1.285537248
852	1.284608735
853	1.283753191
854	1.283156221
855	1.28304497
856	1.282297008
857	1.28175672
858	1.280857771
859	1.2807053
860	1.280341084
861	1.278747279
862	1.27845785
863	1.278360594
864	1.277564908
865	1.276687719
866	1.276443194
867	1.275909989
868	1.275127813
869	1.274666248
870	1.272773255
871	1.272678489
872	1.272501885
873	1.270929937
874	1.270899415
875	1.270849345
876	1.269986969
877	1.269079795
878	1.268901647
879	1.268341707
880	1.267884279
881	1.266946451
882	1.266830412
883	1.266194123
884	1.266109107
885	1.26559974
886	1.264980147
887	1.264717926
888	1.264133975
889	1.262911185
890	1.262230542
891	1.261457498
892	1.260918162
893	1.260615541
894	1.260176791
895	1.260053083
896	1.259004241
897	1.258543771
898	1.25807185
899	1.257583078
900	1.256485292
901	1.256363988
902	1.255701704
903	1.254696283
904	1.253510342
905	1.253137875
906	1.252591627
907	1.251745379
908	1.251217401
909	1.250755575
910	1.25045325
911	1.250001526
912	1.249240291
913	1.247394052
914	1.246517462
915	1.245558452
916	1.244582685
917	1.243847153
918	1.242101219
919	1.241108649
920	1.240027253
921	1.239932312
922	1.239542649
923	1.238714131
924	1.23806994
925	1.236718933
926	1.236265391
927	1.235400324
928	1.235253612
929	1.235146959
930	1.234268155
931	1.233419264
932	1.233101377
933	1.232658257
934	1.231678565
935	1.231236483
936	1.230176646
937	1.22975847
938	1.228989224
939	1.228062735
940	1.227560644
941	1.226671257
942	1.226425048
943	1.225742439
944	1.225657975
945	1.2246799
946	1.224250017
947	1.224207418
948	1.223473629
949	1.22338032
950	1.222631307
951	1.221644105
952	1.221225882
953	1.219777275
954	1.219370688
955	1.2187669
956	1.218575344
957	1.217646442
958	1.217005503
959	1.215933592
960	1.215197387
961	1.214813035
962	1.214322925
963	1.213224859
964	1.212427136
965	1.212056036
966	1.211600981
967	1.210910916
968	1.210317998
969	1.210167208
970	1.209710698
971	1.20935596
972	1.209315649
973	1.208612034
974	1.207365667
975	1.206626062
976	1.205555061
977	1.205141368
978	1.203414987
979	1.203068401
980	1.20263738
981	1.201567806
982	1.200460734
983	1.200421581
984	1.199395429
985	1.19923054
986	1.199198805
987	1.199129148
988	1.198843348
989	1.197928111
990	1.196913832
991	1.195680616
992	1.195305938
993	1.194875491
994	1.194838048
995	1.193186679
996	1.19255384
997	1.192041511
998	1.191614516
999	1.19090958
